,Company Name,Meta data,Graphic card,Hard disk,Price,Date,Time,Processor Name,Processor Chip,Processor Chip Detail,RAM storage,RAM detail
11099,lenovo,"['lenovo', 'legion 5 pro 16"" wqxga gaming laptop', 'storm grey']",nvidia geforce rtx 3050 ti,512gb ssd,1399.99,09/23/2022,20:30:00,AMD,ryzen 7,ryzen 7 6800h,16gb,None
11100,lenovo,"['lenovo', 'legion slim 7i 16"" wuxga gaming laptop', 'onyx grey']",nvidia geforce rtx 3060,512gb ssd,1699.99,09/23/2022,20:30:00,Intel,i7,i7 12700h,16gb,None
11101,asus,"['asus', 'rog zephyrus g15 15.6"" qhd laptop', '512gb solid state drive', 'eclipse gray']",nvidia geforce rtx 3060,,1249.99,09/23/2022,20:30:00,AMD,ryzen 9,ryzen 9,16gb,None
11102,asus,"['asus', 'rog 13.4"" touchscreen gaming laptop', 'off black']",nvidia geforce rtx 3050 ti v4g graphics,1tb ssd,1599.99,09/23/2022,20:30:00,AMD,ryzen 9,ryzen 9,16gb,None
11103,asus,"['asus', 'rog zephyrus g14 14"" laptop']",nvidia geforce gtx 1650,512gb ssd,1149.99,09/23/2022,20:30:00,AMD,ryzen 7,ryzen 7,16gb,None
11104,asus,"['asus', 'rog strix g15 advantage edition 15.6"" qhd gaming laptop', 'radeon\xa0rx 6800m']",,512gb ssd,1699.99,09/23/2022,20:30:00,AMD,ryzen 9,ryzen 9 5980hx,16gb,None
11105,asus,"['asus', 'rog zephyrus 15.6"" wqhd 165hz gaming laptop', 'eclipse grey']",nvidia geforce rtx 3070 ti,1tb pcie 4.0 ssd,1999.99,09/23/2022,20:30:00,AMD,ryzen 9,ryzen 9,None,None
11106,msi,"['msi', 'vector gp66 15.6"" 360hz gaming laptop', 'black']",nvidia geforce rtx 3070 ti,1tb ssd,2399.99,09/23/2022,20:30:00,Intel,i9,i9,32gb,None
11107,msi,"['msi', 'katana gf76 17.3"" gaming laptop', 'black']",nvidia geforce rtx 3050 ti,512 gb ssd,1099.99,09/23/2022,20:30:00,Intel,i7,i7,None,None
11108,asus,"['asus', 'rog 13.4"" touchscreen gaming laptop', 'off black']",nvidia geforce rtx 3050 ti v4g graphics,1tb ssd,1199.99,09/23/2022,20:30:00,AMD,ryzen 9,ryzen 9,16gb,None
11109,alienware ,"['alienware x15 r2  15.6"" fhd gaming laptop', 'lunar light']",nvidia geforce rtx 3070ti,1tb ssd,2699.99,09/23/2022,20:30:00,Intel,i7,12th gen i7,16gb,None
11110,asus,"['asus', 'rog zephyrus 15.6"" qhd gaming laptop', 'eclipse grey', 'eclipse grey']",nvidia geforce rtx 3080,1tb ssd,1949.99,09/23/2022,20:30:00,AMD,ryzen 9,ryzen 9,16gb,None
11111,msi,"['msi', 'sword 15.6"" 144hz gaming laptop', 'black']",nvidia geforce rtx 3050,512gb ssd,949.99,09/23/2022,20:30:00,Intel,i5,i5,8gb,None
11112,hp,"['hp', 'pavilion 15.6"" touch', 'screen laptop', 'ceramic white']",,256gb ssd,679.99,09/23/2022,20:30:00,Intel,i5,i5 1235u,8gb,None
11113,gigabyte,"['gigabyte', '15.6"" fhd ips 144hz gaming laptop', '16gb']",nvidia geforce rtx 3050,512 gb ssd,849.0,09/23/2022,20:30:00,Intel,i5,i5 11400h,None,None
11114,lenovo,"['lenovo', 'legion slim 7 15"" gaming laptop', 'shadow black']",nvidia geforce rtx 3060,512gb ssd,1199.99,09/23/2022,20:30:00,AMD,ryzen 7,ryzen 7 5800h,16gb,None
11115,dell ,"['dell g15 15.6"" fhd 120hz gaming laptop', 'phantom grey with speckles']",nvidia geforce rtx 3050 ti,512gb ssd,1099.99,09/23/2022,20:30:00,AMD,ryzen 7,ryzen 7 6800h,16gb,None
11116,alienware,"['alienware', 'x15 r1 15.6"" fhd gaming laptop', '512gb solid state drive', 'white, lunar light']",nvidia geforce rtx 3070,,2199.99,09/23/2022,20:30:00,Intel,i7,i7,16gb,None
11117,msi,"['msi', 'vector gp76 17.3"" gaming laptop', 'core black']",nvidia geforce rtx 3080,1 tb ssd,2399.99,09/23/2022,20:30:00,Intel,i7,i7,None,None
11118,acer,"['acer', 'predator helios 300', '15.6"" qhd 240hz gaming laptop']",nvidia geforce rtx 3070 ti,1tb ssd,1799.99,09/23/2022,20:30:00,Intel,i7,i7,16gb,ddr5
11119,gigabyte,"['gigabyte', 'aero 16"" 4k amoled gaming laptop']",nvidia geforce rtx 3070 ti,1tb ssd,1699.99,09/23/2022,20:30:00,Intel,i7,i7 12700h,16gb,None
11120,asus,"['asus', 'rog zephyrus 14"" gaming laptop', 'amd rx 6800s', 'moonlight white']",,1tb ssd,2499.99,09/23/2022,20:30:00,AMD,ryzen 9,ryzen 9,32gb,None
11121,dell,"['dell', 'g15 15.6"" fhd gaming laptop', '512gb solid state drive', 'phantom grey, with speckles']",nvidia geforce rtx 3050 graphics,,899.99,09/23/2022,20:30:00,AMD,ryzen 5,ryzen 5,8gb,None
11122,gigabyte,"['gigabyte', 'aorus 15.6 ips 240hz gaming laptop']",nvidia geforce rtx 3070,1tb ssd,1499.99,09/23/2022,20:30:00,Intel,i7,i7 11800h,16gb,None
11123,asus,"['asus', 'rog strix g15 advantage edition 15.6"" fhd gaming laptop', 'radeon\xa0rx 6800m']",,512gb ssd,1319.99,09/23/2022,20:30:00,AMD,ryzen 9,ryzen 9 5900hx,16gb,None
11124,gigabyte,"['gigabyte', 'aero 16"" 4k amoled gaming laptop']",nvidia geforce rtx 3070 ti,1tb ssd,1599.99,09/23/2022,20:30:00,Intel,i7,i7 12700h,16gb,None
11125,gigabyte,"['gigabyte', '15.6 ips level 240hz gaming laptop']",nvidia geforce rtx 3060,512gb ssd,1199.99,09/23/2022,20:30:00,Intel,i7,i7 11800h,16gb,None
11126,asus,"['asus', 'rog 16"" wqxga 165hz gaming laptop', 'off black']",nvidia geforce rtx 3080 ti,2tb ssd,3199.99,09/23/2022,20:30:00,Intel,i9,i9,32gb,ddr5
11127,lenovo,"['lenovo', 'ideapad gaming 3 15.6"" fhd laptop', 'shadow black']",nvidia geforce rtx 3050 ti,256gb ssd,699.99,09/23/2022,20:30:00,AMD,ryzen 5,ryzen 5 5600h,8gb,None
11128,asus,"['asus', 'rog zephyrus 14"" gaming laptop']",nvidia geforce rtx 3060,1tb ssd,1549.99,09/23/2022,20:30:00,AMD,ryzen 9,ryzen 9,16gb,None
11129,asus,"['asus', 'tuf gaming 17.3"" laptop', 'eclipse grey']",nvidia geforce rtx 3050 ti,512gb ssd,999.99,09/23/2022,20:30:00,Intel,i5,i5,8gb,None
11130,razer,"['razer', 'blade 14', '14"" gaming laptop', 'qhd 165hz', '16gb ram', 'black']",nvidia geforce rtx 3070 ti,1tb ssd,2599.99,09/23/2022,20:30:00,AMD,ryzen 9,ryzen 9 6900hx,None,None
11131,hp,"['hp', '17.3"" gaming laptop', 'shadow black']",nvidia geforce rtx 3060,512gb ssd,1549.99,09/23/2022,20:30:00,Intel,i7,i7 12700h,16gb,None
11132,alienware,"['alienware', 'm15 r7 15.6"" qhd 240hz gaming laptop', 'dark side of the moon']",nvidia geforce rtx 3060,1 tb ssd,1999.99,09/23/2022,20:30:00,Intel,i7,i7,16gb,None
11133,razer,"['razer', 'blade 15 advanced', '15.6"" gaming laptop', 'qhd', '240hz', '32gb ram', 'black']",nvidia geforce rtx 3080 ti,1tb ssd,3699.99,09/23/2022,20:30:00,Intel,i7,i7,None,None
11134,msi,"['msi', 'gp66 15.6"" 240hz gaming laptop', 'black']",nvidia geforce rtx 3070,1tb ssd,1699.99,09/23/2022,20:30:00,Intel,i7,i7,16gb,None
11135,lenovo,"['lenovo', 'legion slim 7 15"" 4k ultra hd gaming laptop', 'shadow black']",nvidia geforce rtx 3050 ti,1tb ssd,1439.99,09/23/2022,20:30:00,AMD,ryzen 9,ryzen 9 5900hx,16gb,None
11136,gigabyte,"['gigabyte', 'aorus 15.6"" 2k ips gaming laptop']",nvidia geforce rtx 3070 ti,1tb ssd,1609.99,09/23/2022,20:30:00,Intel,i7,i7 12700h,16gb,None
11137,msi,"['msi', 'delta 15.6"" fhd 240hz gaming laptop', 'radeon rx6700m', 'black']",,1tb ssd,1599.99,09/23/2022,20:30:00,AMD,ryzen 7,ryzen 7 5800,16gb,None
11138,asus,"['asus', 'gaming f17 fx706 17.3"" gaming laptop', '512 gb']",,,842.99,09/23/2022,20:30:00,Intel,None,None,None,None
11139,lenovo,"['lenovo', 'ideapad gaming 3 15.6"" fhd 120hz laptop', 'shadow black']",nvidia geforce gtx 1650,256gb ssd,849.99,09/23/2022,20:30:00,AMD,ryzen 5,ryzen 5 5600h,8gb,None
11140,lenovo,"['lenovo', 'ideapad gaming 3 15ihu6 15.6"" gaming laptop', 'shadow black']",nvidia geforce rtx 3050,256 gb ssd,939.99,09/23/2022,20:30:00,Intel,i5,i5,None,None
11141,razer,"['razer', 'blade 15 advanced', '15.6"" gaming laptop', 'uhd', '144hz', '32gb ram', 'black']",nvidia geforce rtx 3080 ti,1tb ssd,3999.99,09/23/2022,20:30:00,Intel,i9,i9,None,None
11142,msi,"['msi', 'gf65 15.6"" 144hz gaming laptop', 'black']",nvidia geforce rtx 3060,512gb ssd,1099.99,09/23/2022,20:30:00,Intel,i5,i5,8gb,None
11143,dell,"['dell', 'g15 15.6"" fhd gaming laptop', '512gb solid state drive', 'black']",nvidia geforce rtx 3050 ti,,1199.99,09/23/2022,20:30:00,Intel,i7,i7,16gb,None
11144,dell,"['dell', 'g15 15.6"" fhd gaming laptop', '512gb solid state drive', 'black, dark shadow grey']",nvidia geforce rtx 3050,,1149.99,09/23/2022,20:30:00,Intel,i7,i7,16gb,None
11145,asus,"['asus', 'strix scar 15 g533 15.6"" gaming laptop', 'off black']",nvidia geforce rtx 3080,1 tb ssd,2420.99,09/23/2022,20:30:00,Intel,i9,i9,None,None
11146,razer,"['razer', 'blade 17', '17.3"" gaming laptop', 'uhd 144hz', '32gb ram', 'black']",nvidia geforce rtx 3080 ti,1tb ssd,4299.99,09/23/2022,20:30:00,Intel,i9,i9,None,None
11147,gigabyte ,"['gigabyte aorus 17.3"" fhd laptop']",nvidia geforce rtx 3080 ti,1tb ssd,2899.0,09/23/2022,20:30:00,Intel,i9,i9 12900h,32gb,ddr5
11148,razer,"['razer', 'blade 15 advanced', '15.6"" gaming laptop', 'qhd', '240hz', '16gb ram', 'black']",nvidia geforce rtx 3070 ti,1tb ssd,2999.99,09/23/2022,20:30:00,Intel,i7,i7,None,None
11149,asus,"['asus', 'rog 13.4"" touchscreen gaming tablet', 'black']",nvidia geforce rtx 3050 ti v4g graphics,1tb ssd,1699.99,09/23/2022,20:30:00,Intel,i9,i9,16gb,None
11150,asus,"['asus', 'zenbook 14 um425 14"" laptop', 'pine gray']",,1 tb ssd,1099.99,09/23/2022,20:30:00,AMD,ryzen 9,ryzen 9,None,None
11151,asus,"['asus', 'tuf gaming 17.3"" laptop', 'eclipse grey']",nvidia geforce rtx 3050 ti,512gb ssd,999.99,09/23/2022,20:30:00,Intel,i5,i5,8gb,ddr4
11152,asus,"['asus', 'vivobook pro 16x n7600 16"" laptop']",,1 tb ssd,1549.99,09/23/2022,20:30:00,Intel,i7,i7,None,None
11153,msi,"['msi', 'stealth 17.3"" 144hz gaming laptop', 'black']",nvidia geforce rtx 3060,1tb ssd,1849.99,09/23/2022,20:30:00,Intel,i9,i9,16gb,None
11154,gigabyte,"['gigabyte', 'g5 md 15.6"" fhd ips gaming laptop']",nvidia geforce rtx 3050 ti,512gb ssd,699.99,09/23/2022,20:30:00,Intel,i5,i5 11400h,8gb,None
11155,msi,"['msi', 'vector gp76 17.3"" gaming laptop', 'core black']",nvidia geforce rtx 3070 ti,1 tb ssd,2499.99,09/23/2022,20:30:00,Intel,i9,i9,None,None
11156,hp,"['hp', 'pavilion 15.6"" touch', 'screen laptop', 'ceramic white']",,512gb ssd,869.99,09/23/2022,20:30:00,Intel,i7,i7 1255u,8gb,None
11157,msi,"['msi', 'gf63 15.6"" gaming laptop', 'black']",nvidia geforce gtx 1650,256gb ssd,629.99,09/23/2022,20:30:00,Intel,i5,i5,8gb,None
11158,razer,"['razer', 'blade 17', '17.3"" gaming laptop', 'qhd 240hz', '16gb ram', 'black']",nvidia geforce rtx 3060,1tb ssd,2799.99,09/23/2022,20:30:00,Intel,i7,i7,None,None
11159,asus,"['asus', 'rog zephyrus g15 15.6"" qhd laptop', '1tb solid state drive', 'eclipse gray']",nvidia geforce rtx 3080,,2099.99,09/23/2022,20:30:00,AMD,ryzen 9,ryzen 9,16gb,None
11160,razer,"['razer', 'blade 17', '17.3"" gaming laptop', 'qhd 240hz', '16gb ram', 'black']",nvidia geforce rtx 3070 ti,1tb ssd,3108.99,09/23/2022,20:30:00,Intel,i7,i7,None,None
11161,acer,"['acer', 'nitro 5 17.3"" full hd ips 144hz gaming laptop']",nvidia geforce rtx 3050,512gb pcie gen 4 ssd,749.99,09/23/2022,22:30:00,Intel,i5,i5 12500h,None,None
11162,hp ,"['hp omen', '16.1"" gaming laptop', 'amd radeon rx 6650m', 'mica silver']",,1tb ssd,1099.99,09/23/2022,22:30:00,AMD,ryzen 7,ryzen 7 6800,16gb,None
11163,asus,"['asus', 'tuf dash 15.6"" fhd 144hz gaming laptop', 'off black']",nvidia geforce rtx 3070,512gb pcie ssd,1099.99,09/23/2022,22:30:00,Intel,i7,i7,16gb,ddr5
11164,acer,"['acer', 'nitro 5', '15.6"" fhd gaming laptop', 'black']",nvidia geforce rtx 3050 ti,512gb gen 4 ssd,999.99,09/23/2022,22:30:00,Intel,i5,i5,16gb,ddr4
11165,hp,"['hp', 'victus 15.6"" gaming laptop', 'mica silver']",nvidia geforce rtx 3050 ti,512gb ssd,1099.99,09/23/2022,22:30:00,Intel,i7,i7 12650h,16gb,None
11166,hp,"['hp', 'victus 15.6"" gaming laptop', 'mica silver']",nvidia geforce gtx 1650,512gb ssd,799.99,09/23/2022,22:30:00,Intel,i5,i5 12450h,8gb,None
11167,asus,"['asus', 'rog zephyrus 16"" wqxga 165hz gaming laptop', 'off black']",nvidia geforce rtx 3070 ti,1tb pcie 4.0 ssd,2149.99,09/23/2022,22:30:00,Intel,i9,i9,None,None
11168,hp ,"['hp omen', '16.1"" laptop', 'shadow black']",nvidia geforce rtx 3050 ti,1tb ssd,1479.99,09/23/2022,22:30:00,Intel,i7,i7 12700h,16gb,None
11169,hp ,"['hp omen', '16.1"" qhd laptop', 'shadow black']",nvidia geforce rtx 3060,1tb ssd,1699.99,09/23/2022,22:30:00,Intel,i7,i7 12700h,16gb,None
11170,dell,"['dell', 'g15re 5000 15.6"" gaming laptop', '1tb solid state drive', 'grey']",nvidia geforce rtx 3050 ti,,1099.99,09/23/2022,22:30:00,AMD,ryzen 7,ryzen 7,16gb,None
11171,asus,"['asus', 'tuf dash 15.6"" gaming laptop', 'eclipse grey']",nvidia geforce rtx 3060,512gb ssd,1199.99,09/23/2022,22:30:00,Intel,i7,11th gen i7,16gb,None
11172,lenovo,"['lenovo', 'legion 5 15"" gaming laptop', 'phantom blue']",nvidia geforce rtx 3050 ti,512gb ssd,899.99,09/23/2022,22:30:00,AMD,ryzen 7,ryzen 7 5800h,8gb,None
11173,dell ,"['dell g15 15.6"" fhd 120hz gaming laptop', 'phantom grey with speckles']",nvidia geforce rtx 3050,512gb ssd,749.99,09/23/2022,22:30:00,AMD,ryzen 5,ryzen 5,8gb,None
11174,asus,"['asus', 'tuf gaming a15 15.6"" fhd 144hz gaming laptop']",nvidia geforce rtx 3050 ti,512gb pcie ssd,899.99,09/23/2022,22:30:00,AMD,ryzen 7,ryzen 7,None,None
11175,gigabyte,"['gigabyte', '15.6"" fhd ips gaming laptop', '16gb']",nvidia geforce rtx 3060,512gb ssd,899.99,09/23/2022,22:30:00,Intel,i5,i5 11400h,None,None
11176,asus,"['asus', 'rog zephyrus 14"" fhd 144hz gaming laptop', 'moonlight white']",nvidia geforce rtx 3060,512gb pcie ssd,1399.99,09/23/2022,22:30:00,AMD,ryzen 7,ryzen 7,16gb,ddr4
11177,asus,"['asus', 'rog zephyrus 16"" fhd 165hz gaming laptop', 'off black']",nvidia geforce rtx 3060,512gb pcie 4.0 ssd,1649.99,09/23/2022,22:30:00,Intel,i7,i7,None,None
11178,alienware,"['alienware', 'm17 r5 17.3"" 360hz fhd gaming laptop', 'dark side of the moon']",nvidia geforce rtx 3070 ti,1tb ssd,2119.99,09/23/2022,22:30:00,AMD,ryzen 9,ryzen 9,16gb,None
11179,lenovo,"['lenovo', 'ideapad gaming 3i 15.6"" fhd laptop', 'shadow black']",nvidia geforce gtx 1650,256gb ssd,849.99,09/23/2022,22:30:00,Intel,i5,i5 11300h,8gb,None
11180,acer,"['acer', 'predator helios 300', '15.6"" fhd 165hz gaming laptop']",nvidia geforce rtx 3060,512gb ssd,1499.99,09/23/2022,22:30:00,Intel,i7,i7,16gb,ddr5
11181,asus,"['asus', 'rog zephyrus 15.6"" wqhd 165hz gaming laptop', 'eclipse gray']",nvidia geforce rtx 3060,512gb pcie 4.0 ssd,1399.99,09/23/2022,22:30:00,AMD,ryzen 9,ryzen 9,None,None
11182,msi,"['msi', 'stealth 17.3"" 144hz gaming laptop', 'black']",nvidia geforce rtx 3060,1tb ssd,1549.99,09/23/2022,22:30:00,Intel,i7,i7,16gb,None
11183,lenovo,"['lenovo', 'legion slim 7 amd advantage edition 16"" wqxga gaming laptop', 'amd radeon rx 6800s', 'onyx grey']",,1tb ssd,1849.99,09/23/2022,22:30:00,AMD,ryzen 9,ryzen 9 6900hx,16gb,None
11184,gigabyte,"['gigabyte', 'aorus 15.6"" ips gaming laptop']",nvidia geforce rtx 3070,512gb ssd,1249.99,09/23/2022,22:30:00,Intel,i7,i7 12700h,16gb,None
11185,asus,"['asus', 'rog zephyrus 14” wqxga 120hz gaming laptop', 'amd radeon rx 6700s']",,1tb pcie 4.0 ssd,1549.99,09/23/2022,22:30:00,AMD,ryzen 9,ryzen 9,16gb,ddr5
11186,alienware,"['alienware', 'x14 r1 14.0"" 144hz fhd gaming laptop', 'lunar light']",nvidia geforce rtx 3060,512gb ssd,1599.99,09/23/2022,22:30:00,Intel,i7,i7,16gb,None
11187,asus,"['asus', 'rog zephyrus 14"" wqxga 120hz gaming laptop', 'amd radeon rx 6800s', 'moonlight white']",,1tb pcie 4.0 ssd,1699.99,09/23/2022,22:30:00,AMD,ryzen 9,ryzen 9,16gb,ddr5
11188,msi,"['msi', 'sword 15.6"" 144hz gaming laptop', 'black']",nvidia geforce rtx 3060,1tb ssd,1349.99,09/23/2022,22:30:00,Intel,i7,i7,16gb,None
11189,lenovo,"['lenovo', 'legion 5 pro 16"" wqxga gaming laptop', 'storm grey']",nvidia geforce rtx 3050 ti,512gb ssd,1399.99,09/23/2022,22:30:00,AMD,ryzen 7,ryzen 7 6800h,16gb,None
11190,lenovo,"['lenovo', 'legion slim 7i 16"" wuxga gaming laptop', 'onyx grey']",nvidia geforce rtx 3060,512gb ssd,1699.99,09/23/2022,22:30:00,Intel,i7,i7 12700h,16gb,None
11191,asus,"['asus', 'rog zephyrus g15 15.6"" qhd laptop', '512gb solid state drive', 'eclipse gray']",nvidia geforce rtx 3060,,1249.99,09/23/2022,22:30:00,AMD,ryzen 9,ryzen 9,16gb,None
11192,asus,"['asus', 'rog 13.4"" touchscreen gaming laptop', 'off black']",nvidia geforce rtx 3050 ti v4g graphics,1tb ssd,1599.99,09/23/2022,22:30:00,AMD,ryzen 9,ryzen 9,16gb,None
11193,asus,"['asus', 'rog zephyrus g14 14"" laptop']",nvidia geforce gtx 1650,512gb ssd,1149.99,09/23/2022,22:30:00,AMD,ryzen 7,ryzen 7,16gb,None
11194,asus,"['asus', 'rog strix g15 advantage edition 15.6"" qhd gaming laptop', 'radeon\xa0rx 6800m']",,512gb ssd,1699.99,09/23/2022,22:30:00,AMD,ryzen 9,ryzen 9 5980hx,16gb,None
11195,asus,"['asus', 'rog zephyrus 15.6"" wqhd 165hz gaming laptop', 'eclipse grey']",nvidia geforce rtx 3070 ti,1tb pcie 4.0 ssd,1999.99,09/23/2022,22:30:00,AMD,ryzen 9,ryzen 9,None,None
11196,msi,"['msi', 'vector gp66 15.6"" 360hz gaming laptop', 'black']",nvidia geforce rtx 3070 ti,1tb ssd,2399.99,09/23/2022,22:30:00,Intel,i9,i9,32gb,None
11197,msi,"['msi', 'katana gf76 17.3"" gaming laptop', 'black']",nvidia geforce rtx 3050 ti,512 gb ssd,1099.99,09/23/2022,22:30:00,Intel,i7,i7,None,None
11198,asus,"['asus', 'rog 13.4"" touchscreen gaming laptop', 'off black']",nvidia geforce rtx 3050 ti v4g graphics,1tb ssd,1199.99,09/23/2022,22:30:00,AMD,ryzen 9,ryzen 9,16gb,None
11199,alienware ,"['alienware x15 r2  15.6"" fhd gaming laptop', 'lunar light']",nvidia geforce rtx 3070ti,1tb ssd,2699.99,09/23/2022,22:30:00,Intel,i7,12th gen i7,16gb,None
11200,asus,"['asus', 'rog zephyrus 15.6"" qhd gaming laptop', 'eclipse grey', 'eclipse grey']",nvidia geforce rtx 3080,1tb ssd,1949.99,09/23/2022,22:30:00,AMD,ryzen 9,ryzen 9,16gb,None
11201,msi,"['msi', 'sword 15.6"" 144hz gaming laptop', 'black']",nvidia geforce rtx 3050,512gb ssd,949.99,09/23/2022,22:30:00,Intel,i5,i5,8gb,None
11202,hp,"['hp', 'pavilion 15.6"" touch', 'screen laptop', 'ceramic white']",,256gb ssd,679.99,09/23/2022,22:30:00,Intel,i5,i5 1235u,8gb,None
11203,gigabyte,"['gigabyte', '15.6"" fhd ips 144hz gaming laptop', '16gb']",nvidia geforce rtx 3050,512 gb ssd,849.0,09/23/2022,22:30:00,Intel,i5,i5 11400h,None,None
11204,lenovo,"['lenovo', 'legion slim 7 15"" gaming laptop', 'shadow black']",nvidia geforce rtx 3060,512gb ssd,1199.99,09/23/2022,22:30:00,AMD,ryzen 7,ryzen 7 5800h,16gb,None
11205,dell ,"['dell g15 15.6"" fhd 120hz gaming laptop', 'phantom grey with speckles']",nvidia geforce rtx 3050 ti,512gb ssd,1099.99,09/23/2022,22:30:00,AMD,ryzen 7,ryzen 7 6800h,16gb,None
11206,alienware,"['alienware', 'x15 r1 15.6"" fhd gaming laptop', '512gb solid state drive', 'white, lunar light']",nvidia geforce rtx 3070,,2199.99,09/23/2022,22:30:00,Intel,i7,i7,16gb,None
11207,msi,"['msi', 'vector gp76 17.3"" gaming laptop', 'core black']",nvidia geforce rtx 3080,1 tb ssd,2399.99,09/23/2022,22:30:00,Intel,i7,i7,None,None
11208,acer,"['acer', 'predator helios 300', '15.6"" qhd 240hz gaming laptop']",nvidia geforce rtx 3070 ti,1tb ssd,1799.99,09/23/2022,22:30:00,Intel,i7,i7,16gb,ddr5
11209,gigabyte,"['gigabyte', 'aero 16"" 4k amoled gaming laptop']",nvidia geforce rtx 3070 ti,1tb ssd,1699.99,09/23/2022,22:30:00,Intel,i7,i7 12700h,16gb,None
11210,asus,"['asus', 'rog zephyrus 14"" gaming laptop', 'amd rx 6800s', 'moonlight white']",,1tb ssd,2499.99,09/23/2022,22:30:00,AMD,ryzen 9,ryzen 9,32gb,None
11211,dell,"['dell', 'g15 15.6"" fhd gaming laptop', '512gb solid state drive', 'phantom grey, with speckles']",nvidia geforce rtx 3050 graphics,,899.99,09/23/2022,22:30:00,AMD,ryzen 5,ryzen 5,8gb,None
11212,gigabyte,"['gigabyte', 'aorus 15.6 ips 240hz gaming laptop']",nvidia geforce rtx 3070,1tb ssd,1499.99,09/23/2022,22:30:00,Intel,i7,i7 11800h,16gb,None
11213,asus,"['asus', 'rog strix g15 advantage edition 15.6"" fhd gaming laptop', 'radeon\xa0rx 6800m']",,512gb ssd,1319.99,09/23/2022,22:30:00,AMD,ryzen 9,ryzen 9 5900hx,16gb,None
11214,gigabyte,"['gigabyte', 'aero 16"" 4k amoled gaming laptop']",nvidia geforce rtx 3070 ti,1tb ssd,1599.99,09/23/2022,22:30:00,Intel,i7,i7 12700h,16gb,None
11215,gigabyte,"['gigabyte', '15.6 ips level 240hz gaming laptop']",nvidia geforce rtx 3060,512gb ssd,1199.99,09/23/2022,22:30:00,Intel,i7,i7 11800h,16gb,None
11216,asus,"['asus', 'rog 16"" wqxga 165hz gaming laptop', 'off black']",nvidia geforce rtx 3080 ti,2tb ssd,3199.99,09/23/2022,22:30:00,Intel,i9,i9,32gb,ddr5
11217,lenovo,"['lenovo', 'ideapad gaming 3 15.6"" fhd laptop', 'shadow black']",nvidia geforce rtx 3050 ti,256gb ssd,699.99,09/23/2022,22:30:00,AMD,ryzen 5,ryzen 5 5600h,8gb,None
11218,asus,"['asus', 'rog zephyrus 14"" gaming laptop']",nvidia geforce rtx 3060,1tb ssd,1549.99,09/23/2022,22:30:00,AMD,ryzen 9,ryzen 9,16gb,None
11219,asus,"['asus', 'tuf gaming 17.3"" laptop', 'eclipse grey']",nvidia geforce rtx 3050 ti,512gb ssd,999.99,09/23/2022,22:30:00,Intel,i5,i5,8gb,None
11220,razer,"['razer', 'blade 14', '14"" gaming laptop', 'qhd 165hz', '16gb ram', 'black']",nvidia geforce rtx 3070 ti,1tb ssd,2599.99,09/23/2022,22:30:00,AMD,ryzen 9,ryzen 9 6900hx,None,None
11221,hp,"['hp', '17.3"" gaming laptop', 'shadow black']",nvidia geforce rtx 3060,512gb ssd,1549.99,09/23/2022,22:30:00,Intel,i7,i7 12700h,16gb,None
11222,alienware,"['alienware', 'm15 r7 15.6"" qhd 240hz gaming laptop', 'dark side of the moon']",nvidia geforce rtx 3060,1 tb ssd,1999.99,09/23/2022,22:30:00,Intel,i7,i7,16gb,None
11223,razer,"['razer', 'blade 15 advanced', '15.6"" gaming laptop', 'qhd', '240hz', '32gb ram', 'black']",nvidia geforce rtx 3080 ti,1tb ssd,3699.99,09/23/2022,22:30:00,Intel,i7,i7,None,None
11224,msi,"['msi', 'gp66 15.6"" 240hz gaming laptop', 'black']",nvidia geforce rtx 3070,1tb ssd,1699.99,09/23/2022,22:30:00,Intel,i7,i7,16gb,None
11225,lenovo,"['lenovo', 'legion slim 7 15"" 4k ultra hd gaming laptop', 'shadow black']",nvidia geforce rtx 3050 ti,1tb ssd,1439.99,09/23/2022,22:30:00,AMD,ryzen 9,ryzen 9 5900hx,16gb,None
11226,gigabyte,"['gigabyte', 'aorus 15.6"" 2k ips gaming laptop']",nvidia geforce rtx 3070 ti,1tb ssd,1609.99,09/23/2022,22:30:00,Intel,i7,i7 12700h,16gb,None
11227,msi,"['msi', 'delta 15.6"" fhd 240hz gaming laptop', 'radeon rx6700m', 'black']",,1tb ssd,1599.99,09/23/2022,22:30:00,AMD,ryzen 7,ryzen 7 5800,16gb,None
11228,asus,"['asus', 'gaming f17 fx706 17.3"" gaming laptop', '512 gb']",,,842.99,09/23/2022,22:30:00,Intel,None,None,None,None
11229,lenovo,"['lenovo', 'ideapad gaming 3 15.6"" fhd 120hz laptop', 'shadow black']",nvidia geforce gtx 1650,256gb ssd,849.99,09/23/2022,22:30:00,AMD,ryzen 5,ryzen 5 5600h,8gb,None
11230,lenovo,"['lenovo', 'ideapad gaming 3 15ihu6 15.6"" gaming laptop', 'shadow black']",nvidia geforce rtx 3050,256 gb ssd,939.99,09/23/2022,22:30:00,Intel,i5,i5,None,None
11231,razer,"['razer', 'blade 15 advanced', '15.6"" gaming laptop', 'uhd', '144hz', '32gb ram', 'black']",nvidia geforce rtx 3080 ti,1tb ssd,3999.99,09/23/2022,22:30:00,Intel,i9,i9,None,None
11232,msi,"['msi', 'gf65 15.6"" 144hz gaming laptop', 'black']",nvidia geforce rtx 3060,512gb ssd,1099.99,09/23/2022,22:30:00,Intel,i5,i5,8gb,None
